episode,reward,sim_reward,epsilon,buffer,loss,steps,collisions,checkpoints,laps,truncated,race_finished,best_score,global_step
294,173.444922,173.445206,0.050000,100000,0.016967,2000,0,19,3,1,0,425.144150,588000
295,158.353637,158.353760,0.050000,100000,0.016277,2000,0,18,3,1,0,425.144150,590000
296,150.956611,150.956604,0.050000,100000,0.016685,2000,0,17,3,1,0,425.144150,592000
297,154.608872,154.608765,0.050000,100000,0.016418,2000,0,18,3,1,0,425.144150,594000
298,160.756159,160.756073,0.050000,100000,0.017374,2000,0,18,3,1,0,425.144150,596000
299,163.844213,163.844406,0.050000,100000,0.017206,2000,0,18,3,1,0,425.144150,598000
300,161.255938,161.255981,0.050000,100000,0.017370,2000,0,18,3,1,0,425.144150,600000
301,155.843330,155.843384,0.050000,100000,0.017972,2000,0,17,3,1,0,425.144150,602000
302,163.088987,163.089020,0.050000,100000,0.016535,2000,0,18,3,1,0,425.144150,604000
303,160.693352,160.693344,0.050000,100000,0.014825,2000,0,18,3,1,0,425.144150,606000
304,160.199134,160.199203,0.050000,100000,0.017241,2000,0,18,3,1,0,425.144150,608000
305,161.489246,161.489395,0.050000,100000,0.017015,2000,0,18,3,1,0,425.144150,610000
306,162.679259,162.679184,0.050000,100000,0.016085,2000,0,18,3,1,0,425.144150,612000
307,136.685568,136.685684,0.050000,100000,0.016521,2000,0,16,3,1,0,425.144150,614000
308,156.288371,156.288605,0.050000,100000,0.016919,2000,0,18,3,1,0,425.144150,616000
309,160.441592,160.441620,0.050000,100000,0.014839,2000,0,18,3,1,0,425.144150,618000
310,20.697563,20.697426,0.050000,100000,0.015739,2000,0,11,2,1,0,425.144150,620000
311,-52.059303,-52.059750,0.050000,100000,0.015955,2000,0,6,1,1,0,425.144150,622000
312,158.390639,158.390656,0.050000,100000,0.014981,2000,0,18,3,1,0,425.144150,624000
313,-10.904551,-10.904530,0.050000,100000,0.015791,2000,1,6,1,1,0,425.144150,626000
314,155.097768,155.097855,0.050000,100000,0.016388,2000,0,18,3,1,0,425.144150,628000
315,84.298557,84.299248,0.050000,100000,0.014114,2000,0,14,2,1,0,425.144150,630000
316,53.052943,53.052979,0.050000,100000,0.015367,2000,0,6,1,1,0,425.144150,632000
317,163.900683,163.900620,0.050000,100000,0.016143,2000,0,19,3,1,0,425.144150,634000
318,17.132698,17.132862,0.050000,100000,0.015608,2000,0,8,2,1,0,425.144150,636000
319,157.576199,157.576187,0.050000,100000,0.013844,2000,0,18,3,1,0,425.144150,638000
320,-57.336604,-57.336880,0.050000,100000,0.015077,2000,0,6,1,1,0,425.144150,640000
321,-56.907952,-56.908508,0.050000,100000,0.014421,2000,1,6,1,1,0,425.144150,642000
322,155.834582,155.834534,0.050000,100000,0.015689,2000,0,18,3,1,0,425.144150,644000
323,128.176157,128.176178,0.050000,100000,0.015490,2000,0,16,3,1,0,425.144150,646000
324,-162.333397,-162.333466,0.050000,100000,0.013947,2000,1,1,1,1,0,425.144150,648000
325,169.203578,169.203491,0.050000,100000,0.014270,2000,0,19,3,1,0,425.144150,650000
326,151.395212,151.395370,0.050000,100000,0.014418,2000,0,18,3,1,0,425.144150,652000
327,157.079002,157.078979,0.050000,100000,0.013234,2000,0,18,3,1,0,425.144150,654000
328,155.826236,155.826263,0.050000,100000,0.013297,2000,0,18,3,1,0,425.144150,656000
329,162.212271,162.212189,0.050000,100000,0.013510,2000,0,19,3,1,0,425.144150,658000
330,165.549801,165.549866,0.050000,100000,0.013549,2000,0,19,3,1,0,425.144150,660000
331,153.410089,153.410004,0.050000,100000,0.012932,2000,0,17,3,1,0,425.144150,662000
332,151.661101,151.661194,0.050000,100000,0.012323,2000,0,18,3,1,0,425.144150,664000
333,160.973902,160.973877,0.050000,100000,0.012176,2000,0,18,3,1,0,425.144150,666000
334,167.680836,167.680893,0.050000,100000,0.011536,2000,0,19,3,1,0,425.144150,668000
335,168.630973,168.630905,0.050000,100000,0.011016,2000,0,19,3,1,0,425.144150,670000
336,171.782601,171.782578,0.050000,100000,0.011567,2000,0,19,3,1,0,425.144150,672000
337,164.925807,164.925644,0.050000,100000,0.011335,2000,0,19,3,1,0,425.144150,674000
338,165.614809,165.614807,0.050000,100000,0.012106,2000,0,19,3,1,0,425.144150,676000
339,9.129527,9.129527,0.050000,100000,0.011190,2000,0,6,1,1,0,425.144150,678000
340,61.270636,61.271591,0.050000,100000,0.011843,2000,0,12,2,1,0,425.144150,680000
341,-11.713871,-11.714355,0.050000,100000,0.010109,2000,0,9,2,1,0,425.144150,682000
342,91.679227,91.679192,0.050000,100000,0.010144,2000,0,11,2,1,0,425.144150,684000
343,168.940106,168.940063,0.050000,100000,0.012026,2000,0,19,3,1,0,425.144150,686000
344,171.963707,171.964035,0.050000,100000,0.010370,2000,0,19,3,1,0,425.144150,688000
345,159.446197,159.446182,0.050000,100000,0.010300,2000,0,18,3,1,0,425.144150,690000
346,-19.232296,-19.232513,0.050000,100000,0.011268,2000,0,8,2,1,0,425.144150,692000
347,123.196978,123.196983,0.050000,100000,0.010843,2000,0,16,3,1,0,425.144150,694000
348,86.932847,86.932816,0.050000,100000,0.012331,2000,0,12,2,1,0,425.144150,696000
349,163.459945,163.460007,0.050000,100000,0.012463,2000,0,18,3,1,0,425.144150,698000
350,156.064868,156.064743,0.050000,100000,0.013202,2000,0,18,3,1,0,425.144150,700000
351,157.700171,157.700333,0.050000,100000,0.011748,2000,0,18,3,1,0,425.144150,702000
352,-119.468972,-119.468178,0.050000,100000,0.011659,2000,0,1,1,1,0,425.144150,704000
353,172.326921,172.327026,0.050000,100000,0.013304,2000,0,19,3,1,0,425.144150,706000
354,169.045575,169.045670,0.050000,100000,0.011234,2000,0,19,3,1,0,425.144150,708000
355,169.507992,169.507935,0.050000,100000,0.012893,2000,0,19,3,1,0,425.144150,710000
356,164.755903,164.755920,0.050000,100000,0.012025,2000,0,19,3,1,0,425.144150,712000
357,102.516992,102.517044,0.050000,100000,0.012487,2000,0,13,2,1,0,425.144150,714000
358,162.537359,162.537521,0.050000,100000,0.013722,2000,0,18,3,1,0,425.144150,716000
359,172.358225,172.358109,0.050000,100000,0.012957,2000,0,19,3,1,0,425.144150,718000
360,171.229381,171.229507,0.050000,100000,0.012452,2000,0,19,3,1,0,425.144150,720000
361,-27.649628,-27.649750,0.050000,100000,0.012303,2000,0,8,2,1,0,425.144150,722000
362,172.086608,172.086517,0.050000,100000,0.011866,2000,0,19,3,1,0,425.144150,724000
363,151.484791,151.484863,0.050000,100000,0.011918,2000,0,17,3,1,0,425.144150,726000
364,173.108272,173.108215,0.050000,100000,0.011867,2000,0,19,3,1,0,425.144150,728000
365,177.361560,177.361710,0.050000,100000,0.011323,2000,0,20,3,1,0,427.361710,730000
366,139.783752,139.783752,0.050000,100000,0.011216,2000,0,15,3,1,0,427.361710,732000
367,-93.560850,-93.560356,0.050000,100000,0.013134,2000,0,5,1,1,0,427.361710,734000
368,-383.858639,-383.850342,0.050000,100000,0.011515,2000,184,1,1,1,0,427.361710,736000
369,-162.487475,-162.487778,0.050000,100000,0.012516,2000,0,1,1,1,0,427.361710,738000
370,168.077925,168.078003,0.050000,100000,0.011726,2000,0,19,3,1,0,427.361710,740000
371,-163.134768,-163.135040,0.050000,100000,0.012123,2000,0,1,1,1,0,427.361710,742000
372,-162.574792,-162.574982,0.050000,100000,0.012098,2000,0,1,1,1,0,427.361710,744000
373,-14.062243,-14.062486,0.050000,100000,0.010455,2000,0,8,2,1,0,427.361710,746000
374,-161.547452,-161.547653,0.050000,100000,0.010513,2000,0,1,1,1,0,427.361710,748000
375,-161.342114,-161.342682,0.050000,100000,0.011036,2000,0,1,1,1,0,427.361710,750000
376,161.384409,161.384552,0.050000,100000,0.013633,2000,0,18,3,1,0,427.361710,752000
377,-91.699804,-91.699280,0.050000,100000,0.010922,2000,0,5,1,1,0,427.361710,754000
378,-300.912555,-300.910278,0.050000,100000,0.011426,2000,173,5,1,1,0,427.361710,756000
379,0.218178,0.218020,0.050000,100000,0.013302,2000,0,5,1,1,0,427.361710,758000
380,160.015616,160.015442,0.050000,100000,0.011389,2000,0,18,3,1,0,427.361710,760000
381,160.099067,160.099060,0.050000,100000,0.012429,2000,0,18,3,1,0,427.361710,762000
382,-92.724494,-92.724335,0.050000,100000,0.011908,2000,0,5,1,1,0,427.361710,764000
383,169.780815,169.780792,0.050000,100000,0.011836,2000,0,19,3,1,0,427.361710,766000
384,135.507195,135.506561,0.050000,100000,0.011358,2000,0,17,3,1,0,427.361710,768000
385,94.295055,94.295113,0.050000,100000,0.011364,2000,0,12,2,1,0,427.361710,770000
386,176.817766,176.818039,0.050000,100000,0.012367,2000,0,19,3,1,0,427.361710,772000
387,46.560822,46.561546,0.050000,100000,0.014312,2000,0,12,2,1,0,427.361710,774000
388,65.368448,65.369530,0.050000,100000,0.013569,2000,0,13,2,1,0,427.361710,776000
389,101.499694,101.499741,0.050000,100000,0.011069,2000,0,12,2,1,0,427.361710,778000
390,160.650985,160.650818,0.050000,100000,0.012025,2000,0,18,3,1,0,427.361710,780000
391,7.471700,7.471784,0.050000,100000,0.013201,2000,0,10,2,1,0,427.361710,782000
392,109.185780,109.185669,0.050000,100000,0.011388,2000,0,15,3,1,0,427.361710,784000
393,129.803532,129.802795,0.050000,100000,0.011732,2000,0,16,3,1,0,427.361710,786000
394,-61.030189,-61.030670,0.050000,100000,0.012380,2000,0,5,1,1,0,427.361710,788000
395,98.161874,98.161758,0.050000,100000,0.012147,2000,0,12,2,1,0,427.361710,790000
396,89.112992,89.113007,0.050000,100000,0.013574,2000,0,9,2,1,0,427.361710,792000
397,169.290678,169.290817,0.050000,100000,0.013899,2000,0,19,3,1,0,427.361710,794000
398,-53.146316,-53.146683,0.050000,100000,0.013053,2000,1,5,1,1,0,427.361710,796000
399,-64.481450,-64.481720,0.050000,100000,0.012046,2000,0,5,1,1,0,427.361710,798000
400,50.334490,50.335255,0.050000,100000,0.012322,2000,0,12,2,1,0,427.361710,800000
401,152.731260,152.731323,0.050000,100000,0.012739,2000,0,17,3,1,0,427.361710,802000
402,78.906166,78.907303,0.050000,100000,0.012467,2000,1,14,2,1,0,427.361710,804000
403,54.035134,54.036045,0.050000,100000,0.012576,2000,0,12,2,1,0,427.361710,806000
404,88.509977,88.509850,0.050000,100000,0.011742,2000,0,11,2,1,0,427.361710,808000
405,40.869565,40.869579,0.050000,100000,0.011451,2000,0,6,1,1,0,427.361710,810000
406,151.692980,151.692993,0.050000,100000,0.014010,2000,0,18,3,1,0,427.361710,812000
407,-123.408575,-123.407265,0.050000,100000,0.013519,2000,0,2,1,1,0,427.361710,814000
408,144.029470,144.029648,0.050000,100000,0.012015,2000,0,16,3,1,0,427.361710,816000
409,44.866883,44.867573,0.050000,100000,0.013337,2000,0,12,2,1,0,427.361710,818000
410,138.087950,138.087891,0.050000,100000,0.013063,2000,0,16,3,1,0,427.361710,820000
411,141.402665,141.402710,0.050000,100000,0.014491,2000,0,16,3,1,0,427.361710,822000
412,127.433059,127.433136,0.050000,100000,0.014763,2000,0,15,3,1,0,427.361710,824000
413,111.367419,111.367287,0.050000,100000,0.014236,2000,0,14,2,1,0,427.361710,826000
414,151.125206,151.125259,0.050000,100000,0.014701,2000,0,17,3,1,0,427.361710,828000
415,104.309615,104.309654,0.050000,100000,0.015394,2000,0,12,2,1,0,427.361710,830000
416,130.982444,130.983032,0.050000,100000,0.013899,2000,0,15,3,1,0,427.361710,832000
417,102.680427,102.680595,0.050000,100000,0.016223,2000,0,12,2,1,0,427.361710,834000
418,-152.375870,-152.375488,0.050000,100000,0.015067,2000,0,1,1,1,0,427.361710,836000
419,-164.601198,-164.601608,0.050000,100000,0.016198,2000,0,1,1,1,0,427.361710,838000
420,-92.097293,-92.097275,0.050000,100000,0.014739,2000,0,3,1,1,0,427.361710,840000
421,30.650421,30.650650,0.050000,100000,0.016768,2000,0,10,2,1,0,427.361710,842000
422,89.757188,89.757210,0.050000,100000,0.017652,2000,0,9,2,1,0,427.361710,844000
423,150.672486,150.672592,0.050000,100000,0.018037,2000,0,17,3,1,0,427.361710,846000
424,156.744517,156.744614,0.050000,100000,0.016501,2000,0,18,3,1,0,427.361710,848000
425,156.752825,156.752838,0.050000,100000,0.016518,2000,0,18,3,1,0,427.361710,850000
426,9.787547,9.787462,0.050000,100000,0.016006,2000,0,5,1,1,0,427.361710,852000
427,45.556809,45.557919,0.050000,100000,0.018432,2000,0,12,2,1,0,427.361710,854000
428,-30.551588,-30.551840,0.050000,100000,0.019188,2000,0,1,1,1,0,427.361710,856000
429,-171.337664,-171.338318,0.050000,100000,0.016570,2000,26,3,1,1,0,427.361710,858000
430,152.521186,152.521210,0.050000,100000,0.015555,2000,0,17,3,1,0,427.361710,860000
431,-76.875931,-76.876175,0.050000,100000,0.017258,2000,0,6,1,1,0,427.361710,862000
432,-80.836650,-80.836815,0.050000,100000,0.017054,2000,0,5,1,1,0,427.361710,864000
433,101.709233,101.709229,0.050000,100000,0.016596,2000,0,12,2,1,0,427.361710,866000
434,15.316223,15.316189,0.050000,100000,0.021091,2000,0,9,2,1,0,427.361710,868000
435,-24.301009,-24.301180,0.050000,100000,0.021813,2000,0,3,1,1,0,427.361710,870000
436,-1174.300868,-1174.260010,0.050000,100000,0.020580,2000,831,1,1,1,0,427.361710,872000
437,-178.935146,-178.936249,0.050000,100000,0.019832,2000,0,1,1,1,0,427.361710,874000
438,-178.864570,-178.865646,0.050000,100000,0.017578,2000,0,1,1,1,0,427.361710,876000
439,-180.182491,-180.183578,0.050000,100000,0.021571,2000,1,1,1,1,0,427.361710,878000
440,-179.328370,-179.329468,0.050000,100000,0.018952,2000,1,1,1,1,0,427.361710,880000
441,-179.006419,-179.007492,0.050000,100000,0.021365,2000,0,1,1,1,0,427.361710,882000
442,-178.689027,-178.690094,0.050000,100000,0.020527,2000,0,1,1,1,0,427.361710,884000
443,-177.798015,-177.799072,0.050000,100000,0.021488,2000,0,1,1,1,0,427.361710,886000
444,-178.696697,-178.697723,0.050000,100000,0.021361,2000,0,1,1,1,0,427.361710,888000
445,-178.050179,-178.051239,0.050000,100000,0.020983,2000,0,1,1,1,0,427.361710,890000
446,-179.455351,-179.456451,0.050000,100000,0.019773,2000,1,1,1,1,0,427.361710,892000
447,-475.041876,-475.028503,0.050000,100000,0.021543,2000,247,1,1,1,0,427.361710,894000
448,-177.432266,-177.433304,0.050000,100000,0.022081,2000,0,1,1,1,0,427.361710,896000
449,-178.032423,-178.033386,0.050000,100000,0.021551,2000,0,1,1,1,0,427.361710,898000
450,-206.241641,-206.242538,0.050000,100000,0.021051,2000,24,1,1,1,0,427.361710,900000
451,-179.973738,-179.974823,0.050000,100000,0.021033,2000,1,1,1,1,0,427.361710,902000
452,-179.173187,-179.174316,0.050000,100000,0.019995,2000,1,1,1,1,0,427.361710,904000
453,-177.169036,-177.169952,0.050000,100000,0.020391,2000,0,1,1,1,0,427.361710,906000
454,-175.155763,-175.156601,0.050000,100000,0.021322,2000,0,1,1,1,0,427.361710,908000
455,-261.344791,-261.348083,0.050000,100000,0.019943,2000,71,1,1,1,0,427.361710,910000
456,-175.495702,-175.496597,0.050000,100000,0.019581,2000,0,1,1,1,0,427.361710,912000
457,-167.462432,-167.462921,0.050000,100000,0.021639,2000,0,1,1,1,0,427.361710,914000
458,-11.509086,-11.509178,0.050000,100000,0.021121,2000,0,2,1,1,0,427.361710,916000
459,-149.998572,-149.998322,0.050000,100000,0.022409,2000,0,1,1,1,0,427.361710,918000
460,-144.436238,-144.435028,0.050000,100000,0.021756,2000,0,1,1,1,0,427.361710,920000
461,-150.904499,-150.904221,0.050000,100000,0.021992,2000,0,1,1,1,0,427.361710,922000
462,-128.169127,-128.169098,0.050000,100000,0.021695,2000,0,1,1,1,0,427.361710,924000
463,-1035.903386,-1035.893555,0.050000,100000,0.023370,2000,748,1,1,1,0,427.361710,926000
464,-69.880193,-69.880531,0.050000,100000,0.024112,2000,0,2,1,1,0,427.361710,928000
465,-124.902896,-124.901634,0.050000,100000,0.023602,2000,0,2,1,1,0,427.361710,930000
466,-99.939721,-99.939102,0.050000,100000,0.022414,2000,0,3,1,1,0,427.361710,932000
467,-86.739989,-86.739792,0.050000,100000,0.023416,2000,0,3,1,1,0,427.361710,934000
468,-4.351475,-4.351681,0.050000,100000,0.024279,2000,0,7,1,1,0,427.361710,936000
469,-74.312608,-74.312599,0.050000,100000,0.023059,2000,0,4,1,1,0,427.361710,938000
470,-112.633260,-112.632370,0.050000,100000,0.023522,2000,0,3,1,1,0,427.361710,940000
471,-64.721302,-64.721741,0.050000,100000,0.023855,2000,0,3,1,1,0,427.361710,942000
472,-42.418848,-42.419102,0.050000,100000,0.022037,2000,0,5,1,1,0,427.361710,944000
473,-32.264574,-32.264900,0.050000,100000,0.022811,2000,0,3,1,1,0,427.361710,946000
474,-141.054886,-141.055054,0.050000,100000,0.023651,2000,108,3,1,1,0,427.361710,948000
475,-91.166846,-91.166641,0.050000,100000,0.023089,2000,0,4,1,1,0,427.361710,950000
476,21.649857,21.649813,0.050000,100000,0.025223,2000,0,4,1,1,0,427.361710,952000
477,-65.913538,-65.913933,0.050000,100000,0.026643,2000,1,2,1,1,0,427.361710,954000
478,-3.700624,-3.700647,0.050000,100000,0.025925,2000,0,2,1,1,0,427.361710,956000
479,-40.523973,-40.524174,0.050000,100000,0.029961,2000,0,2,1,1,0,427.361710,958000
480,-117.580282,-117.579155,0.050000,100000,0.027850,2000,0,2,1,1,0,427.361710,960000
481,-18.043408,-18.043533,0.050000,100000,0.026725,2000,0,2,1,1,0,427.361710,962000
482,-66.296673,-66.296967,0.050000,100000,0.028128,2000,0,2,1,1,0,427.361710,964000
483,-5.587941,-5.587902,0.050000,100000,0.031239,2000,0,4,1,1,0,427.361710,966000
484,-165.201597,-165.201904,0.050000,100000,0.031108,2000,0,1,1,1,0,427.361710,968000
485,-150.449749,-150.448746,0.050000,100000,0.029927,2000,0,1,1,1,0,427.361710,970000
486,28.305621,28.305620,0.050000,100000,0.025605,2000,0,3,1,1,0,427.361710,972000
487,-163.286581,-163.288269,0.050000,100000,0.027937,2000,0,1,1,1,0,427.361710,974000
488,-112.072850,-112.072083,0.050000,100000,0.030292,2000,0,4,1,1,0,427.361710,976000
489,-87.216680,-87.216499,0.050000,100000,0.031474,2000,0,5,1,1,0,427.361710,978000
490,-105.651143,-105.650513,0.050000,100000,0.029781,2000,0,4,1,1,0,427.361710,980000
491,-29.935565,-29.935719,0.050000,100000,0.030531,2000,1,1,1,1,0,427.361710,982000
492,-1541.689665,-1541.672485,0.050000,100000,0.033777,2000,1155,1,1,1,0,427.361710,984000
493,-107.045790,-107.044968,0.050000,100000,0.038478,2000,0,1,1,1,0,427.361710,986000
494,-118.715418,-118.714287,0.050000,100000,0.036703,2000,0,1,1,1,0,427.361710,988000
495,-147.570397,-147.569901,0.050000,100000,0.037324,2000,0,1,1,1,0,427.361710,990000
496,-151.515037,-151.515366,0.050000,100000,0.037304,2000,0,1,1,1,0,427.361710,992000
497,-143.298717,-143.298035,0.050000,100000,0.035145,2000,0,1,1,1,0,427.361710,994000
498,-103.531235,-103.530235,0.050000,100000,0.038172,2000,0,1,1,1,0,427.361710,996000
499,-292.908829,-292.909698,0.050000,100000,0.040991,2000,123,1,1,1,0,427.361710,998000
500,-90.458902,-90.458305,0.050000,100000,0.042420,2000,0,1,1,1,0,427.361710,1000000
501,-140.311157,-140.310150,0.050000,100000,0.042797,2000,1,1,1,1,0,427.361710,1002000
502,-165.035708,-165.035583,0.050000,100000,0.045116,2000,1,1,1,1,0,427.361710,1004000
503,-181.005411,-181.006897,0.050000,100000,0.045513,2000,21,2,1,1,0,427.361710,1006000
504,-137.846840,-137.846710,0.050000,100000,0.044978,2000,0,1,1,1,0,427.361710,1008000
505,-159.800613,-159.800705,0.050000,100000,0.047454,2000,0,1,1,1,0,427.361710,1010000
506,-202.439237,-202.439453,0.050000,100000,0.049185,2000,35,1,1,1,0,427.361710,1012000
507,-160.800567,-160.800705,0.050000,100000,0.051351,2000,0,1,1,1,0,427.361710,1014000
508,-166.390331,-166.390778,0.050000,100000,0.054659,2000,1,1,1,1,0,427.361710,1016000
509,-82.450598,-82.450684,0.050000,100000,0.061403,2000,0,3,1,1,0,427.361710,1018000
510,-123.708555,-123.708397,0.050000,100000,0.063106,2000,0,1,1,1,0,427.361710,1020000
511,-118.020693,-118.020241,0.050000,100000,0.069315,2000,0,2,1,1,0,427.361710,1022000
512,-260.064512,-260.064789,0.050000,100000,0.077264,2000,93,1,1,1,0,427.361710,1024000
513,-595.033327,-595.038086,0.050000,100000,0.083249,2000,389,2,1,1,0,427.361710,1026000
514,-162.694147,-162.693848,0.050000,100000,0.090204,2000,0,1,1,1,0,427.361710,1028000
515,-160.219155,-160.219879,0.050000,100000,0.097108,2000,0,1,1,1,0,427.361710,1030000
516,-151.504089,-151.504486,0.050000,100000,0.102898,2000,0,1,1,1,0,427.361710,1032000
517,-158.084592,-158.084930,0.050000,100000,0.107209,2000,0,1,1,1,0,427.361710,1034000
518,-160.746993,-160.746307,0.050000,100000,0.115849,2000,0,1,1,1,0,427.361710,1036000
519,-133.655977,-133.655365,0.050000,100000,0.116412,2000,0,1,1,1,0,427.361710,1038000
520,-141.474148,-141.473297,0.050000,100000,0.127266,2000,0,1,1,1,0,427.361710,1040000
521,-159.064989,-159.064682,0.050000,100000,0.127943,2000,0,1,1,1,0,427.361710,1042000
522,-146.871935,-146.871918,0.050000,100000,0.130869,2000,0,1,1,1,0,427.361710,1044000
523,-1950.550986,-1950.562744,0.050000,100000,0.137110,2000,1483,1,1,1,0,427.361710,1046000
524,-176.590962,-176.592133,0.050000,100000,0.140126,2000,2,1,1,1,0,427.361710,1048000
525,-177.920904,-177.921982,0.050000,100000,0.139248,2000,0,1,1,1,0,427.361710,1050000
526,-137.245794,-137.244827,0.050000,100000,0.141488,2000,0,3,1,1,0,427.361710,1052000
527,-585.836980,-585.847290,0.050000,100000,0.155577,2000,392,3,1,1,0,427.361710,1054000
528,-169.719883,-169.720551,0.050000,100000,0.156720,2000,0,1,1,1,0,427.361710,1056000
529,-44.086393,-44.086548,0.050000,100000,0.164291,2000,0,4,1,1,0,427.361710,1058000
530,10.923666,10.923540,0.050000,100000,0.179991,2000,0,5,1,1,0,427.361710,1060000
531,30.818481,30.818245,0.050000,100000,0.193964,2000,0,6,1,1,0,427.361710,1062000
532,53.755280,53.755280,0.050000,100000,0.186790,2000,0,6,1,1,0,427.361710,1064000
533,-52.229242,-52.229683,0.050000,100000,0.185925,2000,0,4,1,1,0,427.361710,1066000
534,38.206768,38.206837,0.050000,100000,0.193288,2000,0,11,2,1,0,427.361710,1068000
535,-37.973513,-37.973648,0.050000,100000,0.208770,2000,0,6,1,1,0,427.361710,1070000
536,-83.543412,-83.543320,0.050000,100000,0.215597,2000,0,5,1,1,0,427.361710,1072000
537,-133.142327,-133.141235,0.050000,100000,0.193353,2000,0,3,1,1,0,427.361710,1074000
538,-134.393273,-134.392136,0.050000,100000,0.191121,2000,0,3,1,1,0,427.361710,1076000
539,-138.688687,-138.687805,0.050000,100000,0.186040,2000,1,3,1,1,0,427.361710,1078000
540,-138.033445,-138.032547,0.050000,100000,0.173092,2000,0,3,1,1,0,427.361710,1080000
541,-35.929278,-35.929539,0.050000,100000,0.170202,2000,0,0,0,1,0,427.361710,1082000
542,-472.572618,-472.566132,0.050000,100000,0.177889,2000,280,3,1,1,0,427.361710,1084000
543,-31.068988,-31.069174,0.050000,100000,0.176832,2000,0,1,1,1,0,427.361710,1086000
544,-83.862548,-83.862923,0.050000,100000,0.176720,2000,0,4,1,1,0,427.361710,1088000
545,-413.064933,-413.062134,0.050000,100000,0.180596,2000,209,0,0,1,0,427.361710,1090000
546,-183.780858,-183.782181,0.050000,100000,0.179057,2000,0,0,0,1,0,427.361710,1092000
547,-183.243730,-183.245331,0.050000,100000,0.173225,2000,0,0,0,1,0,427.361710,1094000
548,-162.271567,-162.271790,0.050000,100000,0.179824,2000,1,1,1,1,0,427.361710,1096000
549,-185.271061,-185.272522,0.050000,100000,0.171675,2000,0,0,0,1,0,427.361710,1098000
550,-163.461621,-163.461761,0.050000,100000,0.169668,2000,1,1,1,1,0,427.361710,1100000
551,-99.462799,-99.462212,0.050000,100000,0.176751,2000,0,3,1,1,0,427.361710,1102000
552,-527.262375,-527.261658,0.050000,100000,0.176324,2000,309,1,1,1,0,427.361710,1104000
553,-120.546283,-120.545341,0.050000,100000,0.184850,2000,0,3,1,1,0,427.361710,1106000
554,-66.491122,-66.491692,0.050000,100000,0.183677,2000,0,5,1,1,0,427.361710,1108000
555,-458.366353,-458.352295,0.050000,100000,0.194788,2000,231,0,0,1,0,427.361710,1110000
556,-138.423922,-138.422974,0.050000,100000,0.189980,2000,0,3,1,1,0,427.361710,1112000
557,-153.105313,-153.104752,0.050000,100000,0.193660,2000,0,1,1,1,0,427.361710,1114000
558,-118.655728,-118.654671,0.050000,100000,0.203237,2000,0,4,1,1,0,427.361710,1116000
559,-137.695084,-137.694183,0.050000,100000,0.195847,2000,0,3,1,1,0,427.361710,1118000
560,-3.520045,-3.520066,0.050000,100000,0.194065,2000,0,3,1,1,0,427.361710,1120000
561,-1.726799,-1.726952,0.050000,100000,0.202171,2000,0,3,1,1,0,427.361710,1122000
562,18.523109,18.522938,0.050000,100000,0.194208,2000,0,5,1,1,0,427.361710,1124000
563,16.740324,16.740108,0.050000,100000,0.198261,2000,0,5,1,1,0,427.361710,1126000
564,-83.603587,-83.603691,0.050000,100000,0.204778,2000,0,5,1,1,0,427.361710,1128000
565,-109.696239,-109.695908,0.050000,100000,0.208262,2000,0,4,1,1,0,427.361710,1130000
566,-127.684767,-127.683426,0.050000,100000,0.212677,2000,0,3,1,1,0,427.361710,1132000
567,-74.287191,-74.287537,0.050000,100000,0.211212,2000,0,5,1,1,0,427.361710,1134000
568,-131.201929,-131.200699,0.050000,100000,0.215153,2000,0,3,1,1,0,427.361710,1136000
569,-110.217353,-110.216316,0.050000,100000,0.206637,2000,0,4,1,1,0,427.361710,1138000
570,-52.997669,-52.998016,0.050000,100000,0.203358,2000,0,3,1,1,0,427.361710,1140000
571,-68.082845,-68.083145,0.050000,100000,0.211031,2000,0,4,1,1,0,427.361710,1142000
572,-97.280754,-97.280426,0.050000,100000,0.211950,2000,0,4,1,1,0,427.361710,1144000
573,-99.328289,-99.327950,0.050000,100000,0.230577,2000,0,4,1,1,0,427.361710,1146000
574,-1524.703659,-1524.705078,0.050000,100000,0.231981,2000,1153,0,0,1,0,427.361710,1148000
575,-136.432070,-136.431030,0.050000,100000,0.243329,2000,0,2,1,1,0,427.361710,1150000
576,-143.698383,-143.697708,0.050000,100000,0.251982,2000,0,2,1,1,0,427.361710,1152000
577,-179.776378,-179.777466,0.050000,100000,0.266700,2000,1,0,0,1,0,427.361710,1154000
578,-139.511528,-139.510727,0.050000,100000,0.283811,2000,0,3,1,1,0,427.361710,1156000
579,-39.328466,-39.328712,0.050000,100000,0.274217,2000,0,0,0,1,0,427.361710,1158000
580,-175.614288,-175.615112,0.050000,100000,0.274988,2000,0,0,0,1,0,427.361710,1160000
581,-145.560681,-145.560120,0.050000,100000,0.281269,2000,0,0,0,1,0,427.361710,1162000
582,-135.823254,-135.822205,0.050000,100000,0.294627,2000,0,0,0,1,0,427.361710,1164000
583,-117.219636,-117.218498,0.050000,100000,0.310813,2000,0,0,0,1,0,427.361710,1166000
584,-128.054333,-128.052917,0.050000,100000,0.321828,2000,0,0,0,1,0,427.361710,1168000
585,-127.494849,-127.493431,0.050000,100000,0.326580,2000,0,0,0,1,0,427.361710,1170000
586,-26.120671,-26.120762,0.050000,100000,0.356365,2000,0,0,0,1,0,427.361710,1172000
