episode,reward,sim_reward,epsilon,buffer,loss,steps,collisions,checkpoints,laps,truncated,race_finished,best_score,global_step
286,7.212639,7.212470,0.050000,100000,0.615084,2000,0,3,1,1,0,212.873695,572000
287,-50.377114,-50.377251,0.050000,100000,0.591725,2000,0,4,1,1,0,212.873695,574000
288,-177.857891,-177.858109,0.050000,100000,0.594404,2000,1,1,1,1,0,212.873695,576000
289,-30.362671,-30.362854,0.050000,100000,0.578100,2000,0,1,1,1,0,212.873695,578000
290,-142.646831,-142.646362,0.050000,100000,0.596465,2000,0,1,1,1,0,212.873695,580000
291,-97.134927,-97.134857,0.050000,100000,0.592328,2000,0,3,1,1,0,212.873695,582000
292,1.019509,1.019390,0.050000,100000,0.578846,2000,0,3,1,1,0,212.873695,584000
293,-160.280686,-160.280624,0.050000,100000,0.562669,2000,0,1,1,1,0,212.873695,586000
294,-73.726195,-73.726242,0.050000,100000,0.598416,2000,0,2,1,1,0,212.873695,588000
295,-125.703351,-125.703278,0.050000,100000,0.601812,2000,0,2,1,1,0,212.873695,590000
296,-151.609403,-151.609833,0.050000,100000,0.568572,2000,0,1,1,1,0,212.873695,592000
297,-143.157878,-143.157898,0.050000,100000,0.585742,2000,0,1,1,1,0,212.873695,594000
298,-119.199454,-119.199417,0.050000,100000,0.566630,2000,0,1,1,1,0,212.873695,596000
299,-78.944034,-78.944138,0.050000,100000,0.605006,2000,0,3,1,1,0,212.873695,598000
300,-5.450100,-5.450208,0.050000,100000,0.602703,2000,0,4,1,1,0,212.873695,600000
301,-118.456560,-118.456505,0.050000,100000,0.606952,2000,0,1,1,1,0,212.873695,602000
302,-147.584592,-147.584229,0.050000,100000,0.635038,2000,0,1,1,1,0,212.873695,604000
303,-118.107398,-118.107376,0.050000,100000,0.623066,2000,0,1,1,1,0,212.873695,606000
304,-171.534100,-171.534744,0.050000,100000,0.602676,2000,0,1,1,1,0,212.873695,608000
305,-58.953921,-58.954357,0.050000,100000,0.597110,2000,0,2,1,1,0,212.873695,610000
306,-74.452750,-74.452263,0.050000,100000,0.600477,2000,0,4,1,1,0,212.873695,612000
307,-41.392605,-41.392769,0.050000,100000,0.616921,2000,0,3,1,1,0,212.873695,614000
308,-33.656423,-33.656414,0.050000,100000,0.620383,2000,0,4,1,1,0,212.873695,616000
309,-49.861721,-49.861755,0.050000,100000,0.616544,2000,0,4,1,1,0,212.873695,618000
310,-34.883526,-34.883545,0.050000,100000,0.593084,2000,0,4,1,1,0,212.873695,620000
311,-27.290018,-27.290133,0.050000,100000,0.590055,2000,0,4,1,1,0,212.873695,622000
312,21.523341,21.523312,0.050000,100000,0.642883,2000,0,4,1,1,0,212.873695,624000
313,3.999494,3.999420,0.050000,100000,0.667785,2000,0,3,1,1,0,212.873695,626000
314,23.057679,23.057632,0.050000,100000,0.669238,2000,0,4,1,1,0,212.873695,628000
315,5.519808,5.519656,0.050000,100000,0.656388,2000,0,3,1,1,0,212.873695,630000
316,15.630686,15.630653,0.050000,100000,0.651214,2000,0,4,1,1,0,212.873695,632000
317,-21.085634,-21.085777,0.050000,100000,0.671598,2000,0,1,1,1,0,212.873695,634000
318,-7.529265,-7.529463,0.050000,100000,0.631830,2000,0,3,1,1,0,212.873695,636000
319,-173.864739,-173.865555,0.050000,100000,0.634028,2000,0,1,1,1,0,212.873695,638000
320,-144.560820,-144.560120,0.050000,100000,0.630892,2000,0,1,1,1,0,212.873695,640000
321,-158.919854,-158.919205,0.050000,100000,0.616053,2000,0,1,1,1,0,212.873695,642000
322,-434.418673,-434.411530,0.050000,100000,0.589260,2000,232,1,1,1,0,212.873695,644000
323,-460.107041,-460.098389,0.050000,100000,0.597561,2000,242,1,1,1,0,212.873695,646000
324,-171.848496,-171.849258,0.050000,100000,0.581692,2000,0,1,1,1,0,212.873695,648000
325,-173.462407,-173.463226,0.050000,100000,0.572407,2000,0,1,1,1,0,212.873695,650000
326,-175.113640,-175.114365,0.050000,100000,0.567283,2000,0,1,1,1,0,212.873695,652000
327,-173.242644,-173.243423,0.050000,100000,0.548080,2000,0,1,1,1,0,212.873695,654000
328,-154.279934,-154.279816,0.050000,100000,0.545335,2000,0,1,1,1,0,212.873695,656000
329,-133.909441,-133.909592,0.050000,100000,0.531330,2000,0,1,1,1,0,212.873695,658000
330,-25.211957,-25.212025,0.050000,100000,0.577185,2000,0,1,1,1,0,212.873695,660000
331,-170.564692,-170.564957,0.050000,100000,0.588748,2000,0,1,1,1,0,212.873695,662000
332,-156.305642,-156.305573,0.050000,100000,0.605262,2000,0,0,0,1,0,212.873695,664000
333,-79.538725,-79.538742,0.050000,100000,0.620282,2000,0,0,0,1,0,212.873695,666000
334,-104.099523,-104.098846,0.050000,100000,0.662850,2000,0,1,1,1,0,212.873695,668000
335,-57.616980,-57.617138,0.050000,100000,0.642174,2000,0,0,0,1,0,212.873695,670000
336,-34.707849,-34.707935,0.050000,100000,0.604535,2000,0,0,0,1,0,212.873695,672000
337,-35.440127,-35.440357,0.050000,100000,0.596740,2000,0,1,1,1,0,212.873695,674000
338,-139.069661,-139.068680,0.050000,100000,0.585867,2000,0,1,1,1,0,212.873695,676000
339,-132.843815,-132.842667,0.050000,100000,0.595123,2000,0,1,1,1,0,212.873695,678000
340,-67.909990,-67.910210,0.050000,100000,0.573230,2000,0,1,1,1,0,212.873695,680000
341,-149.915731,-149.915436,0.050000,100000,0.613065,2000,0,1,1,1,0,212.873695,682000
342,-151.637798,-151.637573,0.050000,100000,0.575807,2000,0,1,1,1,0,212.873695,684000
343,-158.227089,-158.227081,0.050000,100000,0.557831,2000,0,1,1,1,0,212.873695,686000
344,-121.895044,-121.893936,0.050000,100000,0.531812,2000,0,1,1,1,0,212.873695,688000
345,-108.851586,-108.850739,0.050000,100000,0.519775,2000,0,1,1,1,0,212.873695,690000
346,-34.431080,-34.431324,0.050000,100000,0.520744,2000,0,1,1,1,0,212.873695,692000
347,-159.436420,-159.436615,0.050000,100000,0.525721,2000,0,1,1,1,0,212.873695,694000
348,-23.198531,-23.198660,0.050000,100000,0.508269,2000,0,1,1,1,0,212.873695,696000
349,-160.399756,-160.399231,0.050000,100000,0.475246,2000,0,1,1,1,0,212.873695,698000
350,-149.939741,-149.939423,0.050000,100000,0.499784,2000,0,1,1,1,0,212.873695,700000
351,-463.646739,-463.645081,0.050000,100000,0.507292,2000,253,1,1,1,0,212.873695,702000
352,-22.625064,-22.625076,0.050000,100000,0.534118,2000,0,1,1,1,0,212.873695,704000
353,6.511110,6.510934,0.050000,100000,0.499759,2000,0,4,1,1,0,212.873695,706000
354,-81.339634,-81.339798,0.050000,100000,0.487081,2000,0,5,1,1,0,212.873695,708000
355,-115.640762,-115.639786,0.050000,100000,0.500703,2000,0,3,1,1,0,212.873695,710000
356,-9.141245,-9.141389,0.050000,100000,0.483837,2000,0,3,1,1,0,212.873695,712000
357,-9.140621,-9.140794,0.050000,100000,0.469794,2000,0,3,1,1,0,212.873695,714000
358,3.135689,3.135621,0.050000,100000,0.507652,2000,0,3,1,1,0,212.873695,716000
359,-5.359613,-5.359711,0.050000,100000,0.556003,2000,0,3,1,1,0,212.873695,718000
360,-16.822914,-16.823032,0.050000,100000,0.532145,2000,0,3,1,1,0,212.873695,720000
361,-92.237370,-92.237022,0.050000,100000,0.567149,2000,0,3,1,1,0,212.873695,722000
362,-68.911066,-68.911293,0.050000,100000,0.590297,2000,0,3,1,1,0,212.873695,724000
363,-110.069637,-110.068985,0.050000,100000,0.588377,2000,0,3,1,1,0,212.873695,726000
364,8.575803,8.575750,0.050000,100000,0.596989,2000,0,3,1,1,0,212.873695,728000
365,-103.123059,-103.122368,0.050000,100000,0.647606,2000,0,3,1,1,0,212.873695,730000
366,-111.620313,-111.619392,0.050000,100000,0.601167,2000,0,1,1,1,0,212.873695,732000
367,-73.361991,-73.362175,0.050000,100000,0.592855,2000,0,1,1,1,0,212.873695,734000
368,4.811514,4.811491,0.050000,100000,0.607319,2000,0,3,1,1,0,212.873695,736000
369,-106.097640,-106.096886,0.050000,100000,0.636604,2000,0,1,1,1,0,212.873695,738000
370,-110.672420,-110.671471,0.050000,100000,0.627636,2000,0,1,1,1,0,212.873695,740000
371,-78.773385,-78.773430,0.050000,100000,0.627262,2000,0,1,1,1,0,212.873695,742000
372,-74.809978,-74.810127,0.050000,100000,0.616375,2000,0,1,1,1,0,212.873695,744000
373,-17.737842,-17.737911,0.050000,100000,0.642017,2000,0,1,1,1,0,212.873695,746000
374,-82.695937,-82.695854,0.050000,100000,0.674296,2000,0,1,1,1,0,212.873695,748000
375,-25.080719,-25.080898,0.050000,100000,0.704402,2000,0,1,1,1,0,212.873695,750000
376,-136.373637,-136.372620,0.050000,100000,0.698379,2000,0,1,1,1,0,212.873695,752000
377,-25.017324,-25.017506,0.050000,100000,0.659286,2000,0,1,1,1,0,212.873695,754000
378,-23.082017,-23.082092,0.050000,100000,0.665969,2000,0,1,1,1,0,212.873695,756000
379,-168.457391,-168.457947,0.050000,100000,0.673420,2000,0,1,1,1,0,212.873695,758000
380,4.853236,4.853189,0.050000,100000,0.638900,2000,0,3,1,1,0,212.873695,760000
381,-40.707626,-40.707806,0.050000,100000,0.640688,2000,0,1,1,1,0,212.873695,762000
382,-54.636344,-54.636406,0.050000,100000,0.627778,2000,0,1,1,1,0,212.873695,764000
383,-40.855483,-40.855465,0.050000,100000,0.583032,2000,0,1,1,1,0,212.873695,766000
384,-165.861537,-165.861923,0.050000,100000,0.555569,2000,0,1,1,1,0,212.873695,768000
385,-150.053941,-150.052948,0.050000,100000,0.540577,2000,0,1,1,1,0,212.873695,770000
386,-141.973359,-141.972549,0.050000,100000,0.510927,2000,0,2,1,1,0,212.873695,772000
387,-147.228022,-147.227188,0.050000,100000,0.520090,2000,0,1,1,1,0,212.873695,774000
388,-124.535351,-124.534073,0.050000,100000,0.500204,2000,0,3,1,1,0,212.873695,776000
389,-134.857166,-134.856354,0.050000,100000,0.501181,2000,0,2,1,1,0,212.873695,778000
390,-158.989694,-158.989838,0.050000,100000,0.486211,2000,0,1,1,1,0,212.873695,780000
391,-153.210684,-153.210144,0.050000,100000,0.446666,2000,0,1,1,1,0,212.873695,782000
392,-155.684234,-155.684601,0.050000,100000,0.468775,2000,0,1,1,1,0,212.873695,784000
393,-142.898637,-142.898697,0.050000,100000,0.453426,2000,0,1,1,1,0,212.873695,786000
394,-144.884600,-144.883423,0.050000,100000,0.443003,2000,0,1,1,1,0,212.873695,788000
395,-178.407535,-178.405731,0.050000,100000,0.477290,2000,0,0,0,1,0,212.873695,790000
396,-148.298892,-148.298782,0.050000,100000,0.489279,2000,0,1,1,1,0,212.873695,792000
397,-138.362221,-138.362350,0.050000,100000,0.556752,2000,0,1,1,1,0,212.873695,794000
398,-132.414525,-132.413345,0.050000,100000,0.532641,2000,0,3,1,1,0,212.873695,796000
399,-183.418448,-183.419601,0.050000,100000,0.523978,2000,0,0,0,1,0,212.873695,798000
400,-144.026109,-144.025681,0.050000,100000,0.543731,2000,0,1,1,1,0,212.873695,800000
401,-162.559410,-162.559509,0.050000,100000,0.705601,2000,0,1,1,1,0,212.873695,802000
402,-163.271898,-163.272232,0.050000,100000,0.679417,2000,1,1,1,1,0,212.873695,804000
403,-152.027004,-152.026917,0.050000,100000,0.610348,2000,0,1,1,1,0,212.873695,806000
404,-161.007081,-161.007736,0.050000,100000,0.614016,2000,0,1,1,1,0,212.873695,808000
405,-145.357377,-145.357071,0.050000,100000,0.593990,2000,0,1,1,1,0,212.873695,810000
406,-24.007242,-24.007292,0.050000,100000,0.589084,2000,0,0,0,1,0,212.873695,812000
407,-29.275985,-29.276129,0.050000,100000,0.609985,2000,0,0,0,1,0,212.873695,814000
408,-28.971157,-28.971296,0.050000,100000,0.575340,2000,0,0,0,1,0,212.873695,816000
409,-31.607178,-31.607330,0.050000,100000,0.587352,2000,0,0,0,1,0,212.873695,818000
410,-29.743746,-29.743900,0.050000,100000,0.608783,2000,0,0,0,1,0,212.873695,820000
411,-28.241099,-28.241203,0.050000,100000,0.594933,2000,0,0,0,1,0,212.873695,822000
412,-28.576296,-28.576437,0.050000,100000,0.597787,2000,0,0,0,1,0,212.873695,824000
413,-29.796835,-29.796972,0.050000,100000,0.601518,2000,0,0,0,1,0,212.873695,826000
414,-30.544423,-30.544571,0.050000,100000,0.582190,2000,0,0,0,1,0,212.873695,828000
415,-83.774214,-83.774178,0.050000,100000,0.586181,2000,0,0,0,1,0,212.873695,830000
416,-156.855960,-156.855148,0.050000,100000,0.602378,2000,0,0,0,1,0,212.873695,832000
417,-150.856474,-150.856537,0.050000,100000,0.622244,2000,0,0,0,1,0,212.873695,834000
418,-175.316784,-175.317154,0.050000,100000,0.602491,2000,0,0,0,1,0,212.873695,836000
419,-168.025904,-168.026581,0.050000,100000,0.625396,2000,0,0,0,1,0,212.873695,838000
420,-182.348156,-182.349380,0.050000,100000,0.641994,2000,0,0,0,1,0,212.873695,840000
421,-181.260529,-181.260742,0.050000,100000,0.607350,2000,0,0,0,1,0,212.873695,842000
422,-34.703253,-34.703403,0.050000,100000,0.598975,2000,0,0,0,1,0,212.873695,844000
423,-69.888351,-69.888588,0.050000,100000,0.614752,2000,0,0,0,1,0,212.873695,846000
424,-34.181865,-34.182072,0.050000,100000,0.599776,2000,0,0,0,1,0,212.873695,848000
425,-83.400893,-83.400726,0.050000,100000,0.606398,2000,0,0,0,1,0,212.873695,850000
426,-30.191891,-30.192070,0.050000,100000,0.605595,2000,0,0,0,1,0,212.873695,852000
427,-85.982969,-85.982635,0.050000,100000,0.606311,2000,0,0,0,1,0,212.873695,854000
428,-32.655051,-32.655201,0.050000,100000,0.599852,2000,0,0,0,1,0,212.873695,856000
429,-31.434997,-31.435112,0.050000,100000,0.624805,2000,0,0,0,1,0,212.873695,858000
430,-151.332814,-151.332687,0.050000,100000,0.621978,2000,0,0,0,1,0,212.873695,860000
431,-92.094644,-92.094780,0.050000,100000,0.631439,2000,0,0,0,1,0,212.873695,862000
432,-155.479294,-155.479248,0.050000,100000,0.660607,2000,0,0,0,1,0,212.873695,864000
433,-59.866159,-59.866318,0.050000,100000,0.631094,2000,0,0,0,1,0,212.873695,866000
434,-36.511797,-36.512005,0.050000,100000,0.636719,2000,0,0,0,1,0,212.873695,868000
435,-33.752440,-33.752613,0.050000,100000,0.651940,2000,0,0,0,1,0,212.873695,870000
436,-314.293801,-314.288910,0.050000,100000,0.617610,2000,130,1,1,1,0,212.873695,872000
437,-33.921788,-33.921974,0.050000,100000,0.657338,2000,0,0,0,1,0,212.873695,874000
438,-35.748004,-35.748260,0.050000,100000,0.641415,2000,0,1,1,1,0,212.873695,876000
439,-35.942079,-35.942280,0.050000,100000,0.622226,2000,0,0,0,1,0,212.873695,878000
440,-36.768204,-36.768425,0.050000,100000,0.631826,2000,0,0,0,1,0,212.873695,880000
441,-37.067966,-37.068199,0.050000,100000,0.643313,2000,0,0,0,1,0,212.873695,882000
442,-173.675734,-173.676529,0.050000,100000,0.638416,2000,0,1,1,1,0,212.873695,884000
443,-39.056115,-39.056366,0.050000,100000,0.644077,2000,0,0,0,1,0,212.873695,886000
444,-67.117822,-67.117950,0.050000,100000,0.631995,2000,0,0,0,1,0,212.873695,888000
445,-38.827557,-38.827847,0.050000,100000,0.610668,2000,0,0,0,1,0,212.873695,890000
446,-35.516522,-35.516762,0.050000,100000,0.535108,2000,0,1,1,1,0,212.873695,892000
447,-177.770248,-177.771011,0.050000,100000,0.443604,2000,0,1,1,1,0,212.873695,894000
448,-178.766115,-178.766800,0.050000,100000,0.354503,2000,0,1,1,1,0,212.873695,896000
449,-35.366076,-35.366306,0.050000,100000,0.439278,2000,0,1,1,1,0,212.873695,898000
450,-35.342444,-35.342701,0.050000,100000,0.458231,2000,0,1,1,1,0,212.873695,900000
451,-54.316707,-54.316799,0.050000,100000,0.500852,2000,0,1,1,1,0,212.873695,902000
452,-90.194857,-90.195129,0.050000,100000,0.384954,2000,0,1,1,1,0,212.873695,904000
453,-141.828387,-141.826797,0.050000,100000,0.335255,2000,0,1,1,1,0,212.873695,906000
454,-100.222568,-100.222160,0.050000,100000,0.367297,2000,0,1,1,1,0,212.873695,908000
455,-94.356334,-94.356506,0.050000,100000,0.340329,2000,0,1,1,1,0,212.873695,910000
456,-145.836492,-145.835876,0.050000,100000,0.365816,2000,1,1,1,1,0,212.873695,912000
457,-141.424730,-141.423981,0.050000,100000,0.493861,2000,0,1,1,1,0,212.873695,914000
458,-144.181256,-144.179947,0.050000,100000,0.387463,2000,0,1,1,1,0,212.873695,916000
459,-147.169142,-147.168655,0.050000,100000,0.408532,2000,0,1,1,1,0,212.873695,918000
460,-855.023308,-855.016357,0.050000,100000,0.441197,2000,607,1,1,1,0,212.873695,920000
461,-168.694254,-168.694839,0.050000,100000,0.495291,2000,0,1,1,1,0,212.873695,922000
462,-135.116340,-135.116714,0.050000,100000,0.529366,2000,0,1,1,1,0,212.873695,924000
463,-97.976219,-97.975693,0.050000,100000,0.569131,2000,0,1,1,1,0,212.873695,926000
464,-110.263668,-110.262810,0.050000,100000,0.642452,2000,0,1,1,1,0,212.873695,928000
465,-51.995404,-51.995781,0.050000,100000,0.670127,2000,0,2,1,1,0,212.873695,930000
466,-141.792930,-141.792160,0.050000,100000,0.684050,2000,0,1,1,1,0,212.873695,932000
467,-137.047722,-137.046677,0.050000,100000,0.738306,2000,0,1,1,1,0,212.873695,934000
468,-172.474496,-172.475327,0.050000,100000,0.635717,2000,0,1,1,1,0,212.873695,936000
469,-134.655569,-134.654938,0.050000,100000,0.604480,2000,0,1,1,1,0,212.873695,938000
470,-35.833129,-35.833385,0.050000,100000,0.535885,2000,0,1,1,1,0,212.873695,940000
471,-163.059443,-163.059555,0.050000,100000,0.596800,2000,0,1,1,1,0,212.873695,942000
472,-24.542114,-24.542253,0.050000,100000,0.489166,2000,0,1,1,1,0,212.873695,944000
473,-125.850157,-125.848831,0.050000,100000,0.514908,2000,0,1,1,1,0,212.873695,946000
474,-27.654163,-27.654232,0.050000,100000,0.572101,2000,0,0,0,1,0,212.873695,948000
475,-28.706808,-28.706919,0.050000,100000,0.469846,2000,0,0,0,1,0,212.873695,950000
476,-28.319000,-28.319094,0.050000,100000,0.477372,2000,0,0,0,1,0,212.873695,952000
477,-29.650124,-29.650229,0.050000,100000,0.444288,2000,0,0,0,1,0,212.873695,954000
478,-120.894517,-120.893349,0.050000,100000,0.445209,2000,0,0,0,1,0,212.873695,956000
479,-36.882162,-36.882454,0.050000,100000,0.442139,2000,0,0,0,1,0,212.873695,958000
480,-36.971499,-36.971760,0.050000,100000,0.482026,2000,0,0,0,1,0,212.873695,960000
481,-166.915128,-166.915619,0.050000,100000,0.468208,2000,0,0,0,1,0,212.873695,962000
482,-25.082100,-25.082178,0.050000,100000,0.400931,2000,0,1,1,1,0,212.873695,964000
483,-161.833399,-161.833359,0.050000,100000,0.456739,2000,0,1,1,1,0,212.873695,966000
484,-119.588403,-119.587273,0.050000,100000,0.442328,2000,0,2,1,1,0,212.873695,968000
485,-143.840117,-143.839523,0.050000,100000,0.444659,2000,0,2,1,1,0,212.873695,970000
486,-150.442619,-150.442291,0.050000,100000,0.440781,2000,0,2,1,1,0,212.873695,972000
487,-136.717747,-136.716690,0.050000,100000,0.496524,2000,0,1,1,1,0,212.873695,974000
488,-157.633597,-157.633591,0.050000,100000,0.459796,2000,0,1,1,1,0,212.873695,976000
489,-159.048499,-159.048584,0.050000,100000,0.494774,2000,0,1,1,1,0,212.873695,978000
490,-50.884935,-50.885250,0.050000,100000,0.547749,2000,0,3,1,1,0,212.873695,980000
491,-138.699520,-138.699142,0.050000,100000,0.545005,2000,0,1,1,1,0,212.873695,982000
492,-16.786593,-16.786568,0.050000,100000,0.597523,2000,0,1,1,1,0,212.873695,984000
493,-82.027695,-82.028122,0.050000,100000,0.643010,2000,0,1,1,1,0,212.873695,986000
494,-16.424124,-16.424290,0.050000,100000,0.681220,2000,0,1,1,1,0,212.873695,988000
495,-7.757727,-7.757872,0.050000,100000,0.700195,2000,0,2,1,1,0,212.873695,990000
496,-139.713784,-139.713287,0.050000,100000,0.736066,2000,0,2,1,1,0,212.873695,992000
497,-83.899074,-83.898758,0.050000,100000,0.780144,2000,0,2,1,1,0,212.873695,994000
498,-24.560837,-24.561018,0.050000,100000,0.780161,2000,0,1,1,1,0,212.873695,996000
499,-15.650442,-15.650585,0.050000,100000,0.835485,2000,0,2,1,1,0,212.873695,998000
500,-150.606044,-150.606049,0.050000,100000,0.844109,2000,0,1,1,1,0,212.873695,1000000
501,-19.802101,-19.802156,0.050000,100000,0.844643,2000,0,2,1,1,0,212.873695,1002000
502,-17.598833,-17.598946,0.050000,100000,0.884992,2000,0,1,1,1,0,212.873695,1004000
503,-122.748139,-122.747391,0.050000,100000,1.029535,2000,1,2,1,1,0,212.873695,1006000
504,-151.294327,-151.294281,0.050000,100000,1.007031,2000,0,2,1,1,0,212.873695,1008000
505,-155.691041,-155.691315,0.050000,100000,1.074272,2000,0,1,1,1,0,212.873695,1010000
506,-106.815579,-106.815666,0.050000,100000,0.985734,2000,0,1,1,1,0,212.873695,1012000
507,-99.019825,-99.019241,0.050000,100000,1.017432,2000,0,2,1,1,0,212.873695,1014000
508,-115.816016,-115.816063,0.050000,100000,1.040618,2000,0,1,1,1,0,212.873695,1016000
509,-156.379393,-156.379364,0.050000,100000,0.996582,2000,0,1,1,1,0,212.873695,1018000
510,-13.763936,-13.763934,0.050000,100000,0.977790,2000,0,2,1,1,0,212.873695,1020000
511,-20.297119,-20.297148,0.050000,100000,0.867308,2000,0,1,1,1,0,212.873695,1022000
512,-155.434813,-155.434708,0.050000,100000,0.791814,2000,0,1,1,1,0,212.873695,1024000
513,-15.669929,-15.669918,0.050000,100000,0.767378,2000,0,1,1,1,0,212.873695,1026000
514,-137.601652,-137.600739,0.050000,100000,0.775049,2000,0,1,1,1,0,212.873695,1028000
515,-20.020331,-20.020403,0.050000,100000,0.764442,2000,0,1,1,1,0,212.873695,1030000
516,-35.395902,-35.396130,0.050000,100000,0.833586,2000,0,0,0,1,0,212.873695,1032000
517,-12.219000,-12.219082,0.050000,100000,0.734192,2000,0,1,1,1,0,212.873695,1034000
518,-1360.465051,-1360.462158,0.050000,100000,0.752617,2000,1034,1,1,1,0,212.873695,1036000
519,-15.766464,-15.766539,0.050000,100000,0.810898,2000,0,1,1,1,0,212.873695,1038000
520,-133.896001,-133.894958,0.050000,100000,0.775959,2000,0,1,1,1,0,212.873695,1040000
521,-15.709285,-15.709326,0.050000,100000,0.774870,2000,0,2,1,1,0,212.873695,1042000
522,-16.252812,-16.252920,0.050000,100000,0.825665,2000,0,1,1,1,0,212.873695,1044000
523,-166.959899,-166.960388,0.050000,100000,0.833848,2000,0,0,0,1,0,212.873695,1046000
524,-27.573450,-27.573675,0.050000,100000,0.821208,2000,0,1,1,1,0,212.873695,1048000
525,-20.111777,-20.111904,0.050000,100000,0.820563,2000,0,1,1,1,0,212.873695,1050000
526,-25.801463,-25.801659,0.050000,100000,0.889044,2000,0,1,1,1,0,212.873695,1052000
527,-184.701248,-184.702560,0.050000,100000,0.890148,2000,0,0,0,1,0,212.873695,1054000
528,-181.137868,-181.139160,0.050000,100000,0.899609,2000,0,0,0,1,0,212.873695,1056000
529,-180.292920,-180.294006,0.050000,100000,0.925752,2000,0,0,0,1,0,212.873695,1058000
530,-185.934272,-185.935806,0.050000,100000,0.886333,2000,0,0,0,1,0,212.873695,1060000
531,-173.269615,-173.270248,0.050000,100000,0.974592,2000,0,1,1,1,0,212.873695,1062000
532,-182.226496,-182.227997,0.050000,100000,0.994913,2000,0,1,1,1,0,212.873695,1064000
533,-64.442971,-64.443199,0.050000,100000,1.090819,2000,0,2,1,1,0,212.873695,1066000
534,-173.070070,-173.070724,0.050000,100000,1.151424,2000,0,1,1,1,0,212.873695,1068000
535,-280.622996,-280.622345,0.050000,100000,1.343705,2000,101,1,1,1,0,212.873695,1070000
536,-137.689419,-137.688751,0.050000,100000,1.486249,2000,0,3,1,1,0,212.873695,1072000
537,-131.562568,-131.561768,0.050000,100000,1.554516,2000,0,3,1,1,0,212.873695,1074000
538,-140.971929,-140.971237,0.050000,100000,1.641712,2000,0,3,1,1,0,212.873695,1076000
539,-733.309566,-733.316772,0.050000,100000,1.705552,2000,493,3,1,1,0,212.873695,1078000
540,-785.681474,-785.685425,0.050000,100000,1.737183,2000,536,3,1,1,0,212.873695,1080000
541,-289.365992,-289.368347,0.050000,100000,1.687298,2000,123,3,1,1,0,212.873695,1082000
542,-157.762556,-157.762573,0.050000,100000,1.811224,2000,0,1,1,1,0,212.873695,1084000
543,-182.412848,-182.414719,0.050000,100000,1.847876,2000,37,3,1,1,0,212.873695,1086000
544,-141.330198,-141.329300,0.050000,100000,1.914909,2000,2,3,1,1,0,212.873695,1088000
545,-176.607682,-176.608521,0.050000,100000,1.791007,2000,0,0,0,1,0,212.873695,1090000
546,-182.522417,-182.523087,0.050000,100000,1.813580,2000,0,0,0,1,0,212.873695,1092000
547,-49.388408,-49.388584,0.050000,100000,1.695809,2000,0,1,1,1,0,212.873695,1094000
548,-164.618055,-164.618332,0.050000,100000,1.833657,2000,0,1,1,1,0,212.873695,1096000
549,-161.544827,-161.544846,0.050000,100000,1.675466,2000,0,1,1,1,0,212.873695,1098000
550,-324.165069,-324.164612,0.050000,100000,1.706610,2000,154,3,1,1,0,212.873695,1100000
551,-165.730104,-165.730621,0.050000,100000,1.641662,2000,0,1,1,1,0,212.873695,1102000
552,-161.154081,-161.154022,0.050000,100000,1.581036,2000,17,3,1,1,0,212.873695,1104000
553,-168.457972,-168.458633,0.050000,100000,1.580333,2000,0,1,1,1,0,212.873695,1106000
554,-156.696471,-156.696655,0.050000,100000,1.490985,2000,0,1,1,1,0,212.873695,1108000
555,-426.051113,-426.048004,0.050000,100000,1.526200,2000,244,3,1,1,0,212.873695,1110000
556,-149.879456,-149.879456,0.050000,100000,1.445695,2000,0,1,1,1,0,212.873695,1112000
557,-1267.196797,-1267.188110,0.050000,100000,1.464785,2000,926,1,1,1,0,212.873695,1114000
558,-171.620369,-171.621033,0.050000,100000,1.402918,2000,0,1,1,1,0,212.873695,1116000
559,-968.811667,-968.812622,0.050000,100000,1.431052,2000,675,1,1,1,0,212.873695,1118000
560,-173.691590,-173.692413,0.050000,100000,1.447584,2000,0,1,1,1,0,212.873695,1120000
561,-185.076798,-185.077637,0.050000,100000,1.367540,2000,0,0,0,1,0,212.873695,1122000
562,-141.471891,-141.471497,0.050000,100000,1.503851,2000,0,1,1,1,0,212.873695,1124000
563,-179.175357,-179.175201,0.050000,100000,1.454476,2000,0,1,1,1,0,212.873695,1126000
564,-5.550897,-5.551048,0.050000,100000,1.539987,2000,0,3,1,1,0,212.873695,1128000
565,-139.004622,-139.003754,0.050000,100000,1.581785,2000,1,3,1,1,0,212.873695,1130000
566,-372.036303,-372.032654,0.050000,100000,1.557031,2000,191,3,1,1,0,212.873695,1132000
567,-10.438393,-10.438573,0.050000,100000,1.640525,2000,0,2,1,1,0,212.873695,1134000
568,-11.297559,-11.297706,0.050000,100000,1.652379,2000,0,2,1,1,0,212.873695,1136000
569,1.847635,1.847498,0.050000,100000,1.784742,2000,0,3,1,1,0,212.873695,1138000
570,-39.776611,-39.776886,0.050000,100000,1.686914,2000,0,5,1,1,0,212.873695,1140000
571,-786.550250,-786.552734,0.050000,100000,1.753675,2000,583,5,1,1,0,212.873695,1142000
572,-135.336001,-135.335144,0.050000,100000,1.583672,2000,0,3,1,1,0,212.873695,1144000
573,-275.398742,-275.399628,0.050000,100000,1.572576,2000,112,3,1,1,0,212.873695,1146000
574,-138.833822,-138.833115,0.050000,100000,1.564206,2000,0,3,1,1,0,212.873695,1148000
